9.27,10.566443113035447
10.4,1.5819434590504553
1.18,2.345382680342463
1.06,2.372467698579761
1.91,2.6077841852969508
2.1,3.103029014566845
1.12,2.1498707434581736
1.23,2.0100966225696344
1.47,2.2628917745066977
2.85,3.042092841901508
2.74,2.7048833435785378
1.87,2.3119009921159925
1.43,3.4749136768738573
0.49,1.6459246011506377
3.69,3.074184019918839
1.13,4.736490319109655
1.73,1.774832526226887
1.96,2.0532381021959325
1.43,1.8243830857352399
2.32,2.9665607625772914
2.86,2.955516519728916
2.3,2.5454267047532597
6.28,2.23081262576434
2.51,2.6427135375881297
1.58,1.9349067920039906
1.39,2.117754856791543
4.48,3.3542164921377617
2.35,2.6934272288800507
2.55,2.6471973818433816
2.43,2.687533413066717
2.17,3.0137344336866176
2.29,2.2682651667135434
1.83,2.9405051282367833
1.73,2.7061301710760075
4.96,7.407246495035631
5.8,8.402273458066475
1.94,2.03617395325749
1.73,2.56946364892128
2.74,3.269537065630187
3.12,3.08047360740988
2.15,2.3995513984757637
2.41,3.2075179110575
3.64,3.7702977801993223
3.71,6.212230473453044
1.76,2.1020403205382028
1.9,2.1506974487297
1.97,2.0764313278538635
2.51,3.6301405149461097
2.11,2.062416487063569
0.98,1.962720742745581
2.64,2.032381133154169
1.98,3.348651603205817
2.63,2.3085281806964035
2.71,3.0933440345312215
4.27,5.513952556637117
6.84,3.8391938422347547
1.74,1.9950522276773515
1.74,3.6095488169553462
2.51,3.27165907979884
2.58,3.0898968188942613
4.4,4.355056310666205
2.25,3.217794698907362
1.14,1.9919594627865589
3.27,2.9396116887612482
10.89,5.003383142800316
1.37,2.2402441882432695
9.33708092,4.3928955924581325
4.83,3.4051300487970853
1.33,1.9229407278785207
1.83,1.9365428857792462
1.8,2.0194095079412655
2.71,2.8326018659874426
2.22,1.8835343724859652
2.01,1.9455701304213364
4.67,2.7444777817566597
1.45,3.2988958147392715
1.54,3.477189410672252
7.27,2.7908891254732744
1.94,2.17491593971866
1.56,2.2981317700789465
1.82,2.5096324155218417
2.01,2.554532996117546
6.43,3.9054033077190526
2.474,2.472306889635094
1.85,2.523686371781639
2.01,3.8240912768206625
2.95,3.0045597937628523
1.77,2.5662448763353023
2.41,3.166684573845215
6.36,4.369240791039528
2.95,2.5075268738130143
38.67,2.524830094921997
1.26,1.9145033355616299
7.18,4.75444516109135
7.52,3.9544978261564534
2.14,2.554152272411954
2.27,2.5329157464866716
32.6,3.0176190987421156
2.05,3.8503830526047755
3.21,2.707550774114843
3.33,3.0606820388391967
1.38,1.9117118766626842
2.67,3.145432162827672
1.81,1.8890399533877522
2.2,2.2261964352354404
1.52,1.9398629016468774
3.14,4.300786486077285
1.06,3.5008020170278824
2.99,2.773461073740535
3.43,3.120392887947392
3.26,3.2527016389982677
1.32,1.8586845321618197
3.04,2.7410643885147743
6.86,3.6778335616494253
1.18,2.1533754895720545
10.64,3.105662185995042
2.31,2.914130263116154
1.97,3.026332453356205
1.29,1.9218250773280818
3.25,3.243995985822301
1.92,2.022222267842778
9.16,3.103888415976434
1.84,2.023936658838316
1.25,1.8901037221075776
8.0,2.968719068714474
1.96,2.3345340732555235
1.85,2.1468337623448233
1.99,1.9259174790532438
1.36,2.261738266034206
9.32,2.9717284291059265
1.76,1.8103136895868626
2.39,2.2689998245874086
1.4,1.94883051248526
2.63,1.909226021650242
2.13,2.277554123633024
27.87,2.139517317793191
5.8,2.9930974480245687
2.81,3.304242770357627
2.78,2.964557585179769
2.13,2.6095837757140345
35.38,1.8314561637856457
1.3,1.926401026453505
2.64,2.6718695131177927
6.99,2.67731813209251
2.06,1.9410923862122553
1.32,2.2020812650787147
2.25,1.9357470194062008
2.5,2.9053062353871075
4.05,2.780521703800192
0.95,1.7509939604373987
7.62,2.5437149059326396
2.8,2.6388557085408615
8.19,3.35206067521366
10.74,3.082398801317832
3.07,2.5620234965526287
0.97,1.75415971318867
2.92,2.3427304397517084
13.54,3.2598958704309053
7.54,3.1618692617535373
7.91,3.113197904702008
2.22,2.5568935528487597
2.06,2.3701909910026977
3.43,2.8846452095889137
3.53,2.91201463477348
7.5,3.1083198530696157
1.82,1.8309604411617135
1.58,2.821242912842895
4.28,2.4854382630164573
3.44,2.4239324227516534
3.46,2.8968955522120536
3.13,3.3318365772502645
4.73,2.510400868724857
1.58,2.387753026351971
2.14,3.2318033663545958
2.9,2.3327319797161836
3.89,2.656075777803438
1.35,1.884742843365511
2.2,1.8301702007889489
1.29,1.8812727031334684
9.17,4.234200285638167
3.79,2.795712395686869
2.38,2.6724235691284886
2.82,1.934394303095397
2.13,2.571751933648862
5.4,2.41378153658074
1.53,1.8886828138268754
2.7,2.658858042411425
2.19,2.3295772718182373
5.42,3.6181966420200427
1.38,2.240760281250361
2.18,2.242709544314137
2.04,1.9028684161001
2.5,2.6833977645345155
5.94,3.9457635532222577
3.16,2.461273601544209
9.23,8.98748821078022
3.83,2.905596271959774
3.73,3.3082281590174505
1.89,2.068648231252817
2.27,2.593625243225129
0.7,1.9240706701036583
3.93,2.6844035296118967
3.5,2.8791017350528016
2.26,2.114989179538155
1.96,2.319640900623057
1.81,1.9370777545694877
